exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr5:179618145-179618323	-	HNRNPH1	ENST00000393432	-0.651	chr10:99818790-99818957	+	ABCC2	ENST00000647814	-0.0	CELF1
chr9:128592983-128593042	+	SPTAN1	ENST00000372739	-0.25	chr10:99811536-99811602	+	ABCC2	ENST00000647814	0.0	CELF1
chr6:90544552-90544632	-	MAP3K7	ENST00000369329	0.426	chr12:15681226-15681302	-	EPS8	ENST00000281172	0.01	CELF1
chr3:100311833-100311877	+	TBC1D23	ENST00000394144	0.304	chr10:34336199-34336243	-	PARD3	ENST00000374788	0.0	CELF1
chr12:27677064-27677096	+	PPFIBP1	ENST00000228425	0.495	chr3:133764875-133764907	+	TF	ENST00000402696	-0.0	CELF1
chr10:78040204-78040225	+	RPS24	ENST00000372360	0.164	chr10:78040201-78040225	+	RPS24	ENST00000435275	0.01	CELF1
chr3:78647629-78647655	-	ROBO1	ENST00000464233	0.208	chr13:25319326-25319350	+	NUP58	ENST00000381736	0.02	CELF1
chr8:38429682-38429948	-	FGFR1	ENST00000447712	-0.321	chr7:158138294-158138515	-	PTPRN2	ENST00000389418	-0.0	CELF1
chr11:72012401-72012442	-	NUMA1	ENST00000393695	0.206	chr11:8713998-8714042	-	DENND2B	ENST00000313726	0.02	CELF1
chr4:56298214-56298349	+	CRACD	ENST00000682029	0.488	chr10:95247215-95247366	-	PDLIM1	ENST00000329399	-0.0	CELF1
chr4:82842140-82842481	-	SEC31A	ENST00000395310	-0.177	chr13:97346804-97347067	+	MBNL2	ENST00000679496	0.02	CELF1
chr6:143760401-143760640	+	PHACTR2	ENST00000440869	0.623	chr11:73909399-73909593	+	PAAF1	ENST00000310571	0.02	CELF1
chr3:58141858-58141929	+	FLNB	ENST00000295956	0.18	chr19:16081020-16081075	+	TPM4	ENST00000642221	-0.02	CELF1
chr3:152299405-152300367	+	MBNL1	ENST00000324210	-0.203	chr7:66240325-66241270	+	TPST1	ENST00000304842	-0.02	CELF1
chr1:151562091-151562165	+	TUFT1	ENST00000368849	0.542	chr9:112041867-112041960	-	SUSD1	ENST00000374270	-0.01	CELF1
chr3:184180645-184180650	+	AP2M1	ENST00000292807	-0.147	chr3:52804726-52804734	+	ITIH3	ENST00000449956	0.0	CELF1
chr2:203411285-203411371	+	ABI2	ENST00000261018	0.217	chr5:76570580-76570657	+	IQGAP2	ENST00000274364	0.02	CELF1
chr1:207790253-207790345	+	CD46	ENST00000367042	0.19	chr16:56462534-56462634	+	OGFOD1	ENST00000566157	-0.01	CELF1
chr12:56160626-56160670	+	MYL6	ENST00000550697	0.462	chr1:44776675-44776714	+	RPS8	ENST00000372209	0.0	CELF1
chr2:121427404-121427430	-	CLASP1	ENST00000696935	0.329	chr10:68740629-68740661	+	CCAR1	ENST00000265872	0.01	CELF1
chr7:158752781-158752843	-	ESYT2	ENST00000275418	0.191	chr14:54436369-54436437	-	CNIH1	ENST00000216416	-0.0	CELF1
chrX:23734341-23734367	-	ACOT9	ENST00000379303	0.238	chr13:21401653-21401685	-	ZDHHC20	ENST00000400590	-0.01	CELF1
chr10:26755655-26755741	-	ABI1	ENST00000376140	0.429	chr1:171571320-171571421	+	PRRC2C	ENST00000647382	-0.01	CELF1
chr3:47867246-47867338	-	MAP4	ENST00000683076	0.13	chr20:44924161-44924256	+	PABPC1L	ENST00000217073	0.01	CELF1
chr16:24793473-24793649	+	TNRC6A	ENST00000395799	0.26	chr7:107932174-107932377	-	LAMB1	ENST00000222399	-0.0	CELF1
chr1:1848461-1848529	-	GNB1	ENST00000703693	-0.43	chr17:32930900-32930971	+	TMEM98	ENST00000439138	0.0	CELF1
chr7:102395977-102396537	+	PRKRIP1	ENST00000496391	-0.252	chr19:19009855-19010342	-	SUGP2	ENST00000452918	0.01	CELF1
chr1:112705100-112705123	-	RHOC	ENST00000369637	-0.176	chr1:43602071-43602097	+	PTPRF	ENST00000359947	0.01	CELF1
chr5:74637494-74640125	-	ENC1	ENST00000651128	0.158	chr1:93876268-93877862	-	DNTTIP2	ENST00000436063	0.01	CELF1
chr3:98521653-98521718	-	CLDND1	ENST00000510545	0.377	chr5:138574068-138574126	-	HSPA9	ENST00000297185	-0.0	CELF1
chr3:98521653-98521703	-	CLDND1	ENST00000394180	0.488	chr5:138574068-138574121	-	HSPA9	ENST00000678300	-0.0	CELF1
chr16:491134-491268	+	RAB11FIP3	ENST00000434585	-0.298	chr7:76060373-76060498	+	MDH2	ENST00000315758	0.0	CELF1
chr16:30065876-30065927	+	ALDOA	ENST00000569545	0.198	chr20:62832154-62832189	+	COL9A3	ENST00000649368	0.0	CELF1
chr2:121445449-121445496	-	CLASP1	ENST00000541377	0.367	chr3:122387464-122387515	+	FAM162A	ENST00000692876	-0.0	CELF1
chr2:62987931-62988038	+	EHBP1	ENST00000263991	-0.205	chr8:78711990-78712106	+	ZC2HC1A	ENST00000519307	-0.01	CELF1
chr2:44359497-44360038	-	PREPL	ENST00000409936	0.326	chr10:86517571-86518091	-	WAPL	ENST00000298767	-0.02	CELF1
chr2:44359497-44359750	-	PREPL	ENST00000410081	0.322	chr2:112502912-112503181	+	TTL	ENST00000233336	0.01	CELF1
chr12:53502020-53502184	+	TARBP2	ENST00000456234	0.212	chr3:50302057-50302205	-	HYAL1	ENST00000447605	-0.0	CELF1
chr5:66068877-66069020	+	ERBIN	ENST00000506030	0.244	chr2:170055460-170055584	+	UBR3	ENST00000272793	0.02	CELF1
chr12:110499535-110499546	-	VPS29	ENST00000360579	0.245	chr11:12511514-12511533	+	PARVA	ENST00000334956	-0.01	CELF1
chr4:13369871-13369965	-	RAB28	ENST00000288723	0.472	chr10:27531529-27531615	+	RAB18	ENST00000621805	0.01	CELF1
chr4:82842185-82842481	-	SEC31A	ENST00000508502	-0.188	chr1:30964674-30964910	-	PUM1	ENST00000426105	0.01	CELF1
chr4:127938783-127938836	-	MFSD8	ENST00000513559	0.361	chr9:152034-152078	-	ZNG1A	ENST00000356521	0.01	CELF1
chr2:178445426-178445535	-	PRKRA	ENST00000678775	0.378	chr2:169606039-169606146	+	PPIG	ENST00000260970	0.0	CELF1
chr17:82394331-82394543	-	OGFOD3	ENST00000329197	-0.271	chr2:20640973-20641180	-	HS1BP3	ENST00000304031	0.0	CELF1
chr6:3264209-3264325	+	PSMG4	ENST00000419065	0.176	chr17:29089961-29090098	-	MYO18A	ENST00000527372	0.0	CELF1
chr1:225504991-225505053	-	ENAH	ENST00000366844	-0.284	chr1:62583184-62583254	-	DOCK7	ENST00000635253	-0.02	CELF1
chr20:5972576-5972726	+	MCM8	ENST00000378886	0.545	chr1:77949155-77949300	-	FUBP1	ENST00000370768	-0.0	CELF1
chr20:50875997-50876093	+	BCAS4	ENST00000358791	0.324	chr20:50130856-50130947	-	PEDS1	ENST00000371652	0.0	CELF1
chr3:98521653-98521696	-	CLDND1	ENST00000394181	0.445	chr13:114238990-114239028	+	CDC16	ENST00000356221	-0.01	CELF1
chr14:23071125-23071186	-	ACIN1	ENST00000357481	0.234	chr12:56346146-56346203	-	STAT2	ENST00000314128	0.01	CELF1
chr16:84988763-84988873	-	ZDHHC7	ENST00000564466	0.285	chr7:140681042-140681137	+	ADCK2	ENST00000072869	-0.01	CELF1
chr5:154950803-154950938	+	MRPL22	ENST00000522038	0.179	chr7:23117834-23117964	+	KLHL7	ENST00000410047	0.02	CELF1
chrX:20240569-20240605	-	RPS6KA3	ENST00000645270	0.456	chr2:172066264-172066306	+	METAP1D	ENST00000315796	0.01	CELF1
chrX:20240569-20240669	-	RPS6KA3	ENST00000642835	0.458	chr7:107906267-107906368	+	DLD	ENST00000205402	-0.01	CELF1
chr4:82830937-82830975	-	SEC31A	ENST00000503937	-0.351	chr2:227550059-227550106	+	AGFG1	ENST00000458212	-0.0	CELF1
chr5:74637494-74637618	-	ENC1	ENST00000508331	0.215	chr1:202774613-202774735	-	KDM5B	ENST00000367265	0.01	CELF1
chr9:81612292-81612393	-	TLE1	ENST00000464999	-0.615	chr13:24442590-24442685	-	PARP4	ENST00000381989	0.0	CELF1
chr3:120644598-120644619	-	HGD	ENST00000475447	-0.387	chr6:28907236-28907262	-	TRIM27	ENST00000377199	-0.0	CELF1
chr4:158833801-158833890	+	FNIP2	ENST00000504715	0.337	chr9:108918811-108918901	-	ELP1	ENST00000374647	-0.01	CELF1
