exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr6:30690047-30690243	-	NRM	ENST00000376421	-0.404	chr17:47839444-47839643	-	SCRN2	ENST00000290216	-0.02	KHDRBS1
chr17:78205603-78205738	+	AFMID	ENST00000409257	0.178	chr16:1962497-1962656	-	RPS2	ENST00000343262	-0.0	KHDRBS1
chr4:152412480-152412529	-	FBXW7	ENST00000281708	0.338	chr16:84733053-84733105	+	USP10	ENST00000562283	0.02	KHDRBS1
chr8:17554560-17554699	+	SLC7A2	ENST00000494857	-0.203	chr5:146254943-146255092	+	RBM27	ENST00000265271	0.02	KHDRBS1
chr7:94629719-94629841	-	SGCE	ENST00000648936	0.271	chr4:106262098-106262212	-	TBCK	ENST00000394708	0.02	KHDRBS1
chr11:63903986-63904147	+	MARK2	ENST00000402010	0.49	chr3:129574336-129574490	-	PLXND1	ENST00000324093	0.01	KHDRBS1
chr6:142383760-142383843	+	ADGRG6	ENST00000367609	0.21	chr14:30707990-30708065	+	SCFD1	ENST00000458591	-0.01	KHDRBS1
chr10:31839637-31839711	-	ARHGAP12	ENST00000344936	0.37	chr12:22472744-22472807	-	C2CD5	ENST00000446597	-0.02	KHDRBS1
chr8:92921503-92921660	-	TRIQK	ENST00000520430	0.424	chr3:105751462-105751618	-	CBLB	ENST00000394030	0.02	KHDRBS1
chr3:51971812-51971892	-	ABHD14B	ENST00000525795	-0.712	chr19:36145806-36145874	+	CAPNS1	ENST00000246533	-0.0	KHDRBS1
chr6:142440908-142440953	+	ADGRG6	ENST00000296932	0.158	chr2:171058151-171058197	-	TLK1	ENST00000431350	-0.0	KHDRBS1
chr1:225504991-225505053	-	ENAH	ENST00000366844	0.396	chr5:38978583-38978650	-	RICTOR	ENST00000357387	-0.01	KHDRBS1
chr3:30623199-30623273	+	TGFBR2	ENST00000359013	0.159	chr1:95173816-95173889	+	TLCD4	ENST00000370203	-0.01	KHDRBS1
chr11:57791494-57791673	+	CTNND1	ENST00000532844	0.261	chr7:155763812-155764018	+	RBM33	ENST00000401878	0.02	KHDRBS1
chr11:57791492-57791673	+	CTNND1	ENST00000534579	0.265	chrX:18951104-18951272	-	PHKA2	ENST00000379942	0.01	KHDRBS1
chr3:139385004-139385200	-	COPB2	ENST00000514508	0.12	chr8:108243293-108243463	-	EIF3E	ENST00000521440	0.0	KHDRBS1
chr17:58005414-58005600	-	SRSF1	ENST00000584773	-0.204	chr12:9109867-9110035	-	A2M	ENST00000318602	-0.0	KHDRBS1
chr1:23109585-23109650	-	LUZP1	ENST00000475164	0.293	chr8:124522937-124523002	-	TATDN1	ENST00000276692	-0.02	KHDRBS1
chr4:82830937-82830975	-	SEC31A	ENST00000503937	0.287	chr2:227550059-227550106	+	AGFG1	ENST00000458212	-0.0	KHDRBS1
chrX:103684681-103684729	-	MORF4L2	ENST00000442614	0.197	chr5:77048936-77048987	+	AGGF1	ENST00000312916	0.01	KHDRBS1
chr4:88278536-88278642	-	PPM1K	ENST00000510548	-0.517	chr5:179567461-179567562	+	RUFY1	ENST00000319449	0.02	KHDRBS1
chr12:133080822-133081072	+	ZNF140	ENST00000356456	0.453	chr20:63285980-63286218	+	ARFGAP1	ENST00000370275	-0.01	KHDRBS1
chr2:17753002-17753064	-	SMC6	ENST00000621152	0.278	chr6:57090811-57090894	+	ZNF451	ENST00000370706	0.01	KHDRBS1
